,Company Name,Job Title,Salaries Reported,Location,Salary,,,
910,Google,Data Scientist,4,Hyderabad,1121437,,,
911,Blue Yonder,Data Scientist,4,Hyderabad,2020386,,,
912,Yash Technologies,Data Scientist,4,Hyderabad,54290,,,
913,DataScientest,Data Scientist,4,Hyderabad,56039,,,
914,Claim Genius,Data Scientist,4,Hyderabad,1944821,,,
915,Capgemini,Data Scientist,3,Hyderabad,651206,,,
916,Genpact,Data Scientist,3,Hyderabad,653174,,,
917,DXC Technology,Data Scientist,3,Hyderabad,1252143,,,
918,Microsoft,Data Scientist,3,Hyderabad,53351,,,
919,Wipro Technologies,Data Scientist,3,Hyderabad,95,,,
920,Google,Data Scientist,3,Hyderabad,411763,,,
921,Jio,Data Scientist,3,Hyderabad,37173,,,
922,Sutherland,Data Scientist,3,Hyderabad,926912,,,
923,MetLife,Data Scientist,3,Hyderabad,1760000,,,
924,Franklin Templeton Investments,Data Scientist,3,Hyderabad,353,,,
925,Enquero,Data Scientist,3,Hyderabad,1048242,,,
926,Brane Enterprises (nslhub),Data Scientist,3,Hyderabad,665,,,
927,Voziq,Data Scientist,3,Hyderabad,642113,,,
928,HCL Technologies,Data Scientist,2,Hyderabad,1561319,,,
929,First Student,Data Scientist,2,Hyderabad,25304,,,
930,Virtusa,Data Scientist,2,Hyderabad,304522,,,
931,Persistent Systems,Data Scientist,2,Hyderabad,1287441,,,
932,UnitedHealth Group,Data Scientist,2,Hyderabad,1152418,,,
933,Legato Health Technologies,Data Scientist,2,Hyderabad,1260152,,,
934,Dr. Reddy's,Data Scientist,2,Hyderabad,433223,,,
935,DBS Bank,Data Scientist,2,Hyderabad,95,,,
936,Broadridge,Data Scientist,2,Hyderabad,1607926,,,
937,Optum Global Solutions,Data Scientist,2,Hyderabad,778902,,,
938,Great Learning,Data Scientist,2,Hyderabad,777837,,,
939,National Payments Corporation of India,Data Scientist,2,Hyderabad,1492543,,,
940,Excelra Knowledge Solutions,Data Scientist,2,Hyderabad,452130,,,
941,WinWire Technologies,Data Scientist,2,Hyderabad,1269639,,,
942,CallHealth,Data Scientist,2,Hyderabad,823971,,,
943,Gaian Solutions India,Data Scientist,2,Hyderabad,1100233,,,
944,eKincare,Data Scientist,2,Hyderabad,650865,,,
945,Siva Solutions,Data Scientist,2,Hyderabad,335625,,,
946,Innodatatics,Data Scientist,2,Hyderabad,9392,,,
947,Innodatatics,Data Scientist,2,Hyderabad,1157086,,,
948,SpringML,Data Scientist,2,Hyderabad,65953,,,
949,AppsTek,Data Scientist,2,Hyderabad,725664,,,
950,Vertiv,Data Scientist,2,Hyderabad,702649,,,
951,My Ally,Data Scientist,2,Hyderabad,89047,,,
952,GoLorry,Data Scientist,2,Hyderabad,792139,,,
953,Bepec Solutions,Data Scientist,2,Hyderabad,646889,,,
954,KOGENTiX,Data Scientist,2,Hyderabad,700977,,,
955,Prudent Technologies & Consulting,Data Scientist,2,Hyderabad,376159,,,
956,App Orchid,Data Scientist,2,Hyderabad,1492959,,,
957,3LOQ Labs,Data Scientist,2,Hyderabad,778644,,,
958,RisingRoot Technologies,Data Scientist,2,Hyderabad,13255,,,
959,Artificial Penetration,Data Scientist,2,Hyderabad,85,,,
960,Wave Infosoft,Data Scientist,2,Hyderabad,619995,,,
961,SetuServ,Data Scientist,2,Hyderabad,4949704,,,
962,DigiTele Networks,Data Scientist,2,Hyderabad,787723,,,
963,Human Network,Data Scientist,2,Hyderabad,58648,,,
964,diwo,Data Scientist,2,Hyderabad,792506,,,
965,SysBasis Solutions,Data Scientist,2,Hyderabad,25204,,,
966,Tata Consultancy Services,Data Scientist,1,Hyderabad,665229,,,
967,Accenture,Data Scientist,1,Hyderabad,122633,,,
968,Mindtree,Data Scientist,1,Hyderabad,105,,,
969,Google,Data Scientist,1,Hyderabad,1243165,,,
970,Honeywell,Data Scientist,1,Hyderabad,1653407,,,
971,Freelancer,Data Scientist,1,Hyderabad,52,,,
972,CGI,Data Scientist,1,Hyderabad,426187,,,
973,Nones,Data Scientist,1,Hyderabad,499996,,,
974,State Bank of India,Data Scientist,1,Hyderabad,1159476,,,
975,Sutherland,Data Scientist,1,Hyderabad,220739,,,
976,Bank of America,Data Scientist,1,Hyderabad,1285125,,,
977,CRISIL,Data Scientist,1,Hyderabad,91,,,
978,S&P Global,Data Scientist,1,Hyderabad,110537,,,
979,ValueLabs,Data Scientist,1,Hyderabad,2567346,,,
980,Uber,Data Scientist,1,Hyderabad,832,,,
981,Myntra,Data Scientist,1,Hyderabad,1394897,,,
982,Novartis,Data Scientist,1,Hyderabad,26548,,,
983,Intellect Design Arena,Data Scientist,1,Hyderabad,346152,,,
984,upGrad,Data Scientist,1,Hyderabad,11,,,
985,Bharat Heavy Electricals,Data Scientist,1,Hyderabad,1668775,,,
986,Vodafone Idea,Data Scientist,1,Hyderabad,894447,,,
987,Not Applicable,Data Scientist,1,Hyderabad,832,,,
988,Not Applicable,Data Scientist,1,Hyderabad,160859,,,
989,Toppr.com,Data Scientist,1,Hyderabad,1857397,,,
990,DBS Bank,Data Scientist,1,Hyderabad,60539,,,
991,3i Infotech,Data Scientist,1,Hyderabad,34,,,
992,D. E. Shaw India,Data Scientist,1,Hyderabad,171568,,,
993,Parexel,Data Scientist,1,Hyderabad,1999352,,,
994,Wipro Digital,Data Scientist,1,Hyderabad,884017,,,
995,GlobalData,Data Scientist,1,Hyderabad,842588,,,
996,Ivy,Data Scientist,1,Hyderabad,1773010,,,
997,GS Lab,Data Scientist,1,Hyderabad,6,,,
998,AGS Health,Data Scientist,1,Hyderabad,413352,,,
999,Karvy Group,Data Scientist,1,Hyderabad,14507,,,
1000,Hitachi,Data Scientist,1,Hyderabad,2611178,,,
1001,SoCtronics,Data Scientist,1,Hyderabad,37271,,,
1002,Electronic Arts,Data Scientist,1,Hyderabad,939649,,,
1003,Merilytics,Data Scientist,1,Hyderabad,889188,,,
1004,College Board,Data Scientist,1,Hyderabad,1205860,,,
1005,Indian School of Business,Data Scientist,1,Hyderabad,49768,,,
1006,Optum Global Solutions India,Data Scientist,1,Hyderabad,1628949,,,
1007,Phenom,Data Scientist,1,Hyderabad,371,,,
1008,XYZ Pvt LTD,Data Scientist,1,Hyderabad,62158,,,
1009,Evoke Technologies,Data Scientist,1,Hyderabad,1355831,,,
1010,Molecular Connections,Data Scientist,1,Hyderabad,45220,,,
1011,The Sparks Foundation,Data Scientist,1,Hyderabad,352567,,,
1012,Shree Cement,Data Scientist,1,Hyderabad,5,,,
1013,Bharat Financial Inclusion,Data Scientist,1,Hyderabad,309,,,
1014,IVL Global,Data Scientist,1,Hyderabad,727471,,,
1015,Magnaquest,Data Scientist,1,Hyderabad,287667,,,
1016,MOURI Tech,Data Scientist,1,Hyderabad,21116,,,
1017,Industryarc,Data Scientist,1,Hyderabad,1094666,,,
1018,Zen3 Info Solutions,Data Scientist,1,Hyderabad,374330,,,
1019,Qwerty Concepts,Data Scientist,1,Hyderabad,5081882,,,
1020,Object Technology Solutions India,Data Scientist,1,Hyderabad,1849511,,,
1021,IBM,Data Scientist,21,New Delhi,916284,,,
1022,Accenture,Data Scientist,18,New Delhi,1196560,,,
1023,Ericsson-Worldwide,Data Scientist,16,New Delhi,808616,,,
1024,UnitedHealth Group,Data Scientist,16,New Delhi,1235654,,,
1025,ZS Associates,Data Scientist,11,New Delhi,1294964,,,
1026,Optum,Data Scientist,11,New Delhi,1276202,,,
1027,dunnhumby,Data Scientist,11,New Delhi,1155616,,,
1028,Nagarro,Data Scientist,10,New Delhi,1024121,,,
1029,Optum Global Solutions,Data Scientist,10,New Delhi,1455101,,,
1030,Valiance Solutions,Data Scientist,10,New Delhi,885863,,,
1031,OYO,Data Scientist,9,New Delhi,1451573,,,
1032,Cognizant Technology Solutions,Data Scientist,8,New Delhi,965789,,,
1033,Innovaccer,Data Scientist,8,New Delhi,1239994,,,
1034,HCL Technologies,Data Scientist,6,New Delhi,690381,,,
1035,Genpact,Data Scientist,6,New Delhi,91,,,
1036,CARS24.com,Data Scientist,6,New Delhi,1080483,,,
1037,Vidooly Media Tech,Data Scientist,6,New Delhi,35032,,,
1038,Algo8.ai,Data Scientist,6,New Delhi,575502,,,
1039,ParallelDots,Data Scientist,6,New Delhi,848028,,,
1040,Tech Mahindra,Data Scientist,5,New Delhi,1081397,,,
1041,Times Internet,Data Scientist,5,New Delhi,1849285,,,
1042,R Systems,Data Scientist,5,New Delhi,1887245,,,
1043,Deloitte,Data Scientist,4,New Delhi,1275546,,,
1044,First Student,Data Scientist,4,New Delhi,54959,,,
1045,Publicis Sapient,Data Scientist,4,New Delhi,1364961,,,
1046,Gartner,Data Scientist,4,New Delhi,1929406,,,
1047,Sprinklr,Data Scientist,4,New Delhi,1804941,,,
1048,Great Learning,Data Scientist,4,New Delhi,844078,,,
1049,Guavus,Data Scientist,4,New Delhi,1531036,,,
1050,Octro,Data Scientist,4,New Delhi,1167179,,,
1051,Analytics Vidhya,Data Scientist,4,New Delhi,796172,,,
1052,Humonics,Data Scientist,4,New Delhi,929072,,,
1053,Tata Consultancy Services,Data Scientist,3,New Delhi,40359,,,
1054,Concentrix,Data Scientist,3,New Delhi,519997,,,
1055,WNS,Data Scientist,3,New Delhi,1143785,,,
1056,American Express,Data Scientist,3,New Delhi,1919822,,,
1057,Zomato,Data Scientist,3,New Delhi,1346762,,,
1058,Fractal,Data Scientist,3,New Delhi,1463014,,,
1059,Boston Consulting Group,Data Scientist,3,New Delhi,2504513,,,
1060,Virtual Employee,Data Scientist,3,New Delhi,977371,,,
1061,LiquidHub,Data Scientist,3,New Delhi,1041930,,,
1062,Decision Point,Data Scientist,3,New Delhi,989135,,,
1063,Elucidata (MA),Data Scientist,3,New Delhi,1030450,,,
1064,Inshorts,Data Scientist,3,New Delhi,2032753,,,
1065,Milkbasket,Data Scientist,3,New Delhi,1175030,,,
1066,Exzeo,Data Scientist,3,New Delhi,813690,,,
1067,LTI,Data Scientist,2,New Delhi,57441,,,
1068,Microsoft,Data Scientist,2,New Delhi,87349,,,
1069,Wipro Technologies,Data Scientist,2,New Delhi,5092618,,,
1070,Larsen & Toubro,Data Scientist,2,New Delhi,62616,,,
1071,Google,Data Scientist,2,New Delhi,42253,,,
1072,Google,Data Scientist,2,New Delhi,298664,,,
1073,DONE by NONE,Data Scientist,2,New Delhi,87863,,,
1074,DONE by NONE,Data Scientist,2,New Delhi,40662,,,
1075,OYO,Data Scientist,2,New Delhi,56282,,,
1076,Adobe,Data Scientist,2,New Delhi,1511412,,,
1077,S&P Global,Data Scientist,2,New Delhi,988792,,,
1078,Snapdeal,Data Scientist,2,New Delhi,1126209,,,
1079,IHS Markit,Data Scientist,2,New Delhi,1022383,,,
1080,Nielsen,Data Scientist,2,New Delhi,82889,,,
1081,McKinsey & Company,Data Scientist,2,New Delhi,1820394,,,
1082,MakeMyTrip,Data Scientist,2,New Delhi,1431111,,,
1083,PolicyBazaar,Data Scientist,2,New Delhi,1050911,,,
1084,Mastercard,Data Scientist,2,New Delhi,2372152,,,
1085,XYZ Tech,Data Scientist,2,New Delhi,960895,,,
1086,Amity University,Data Scientist,2,New Delhi,1059305,,,
1087,MetLife,Data Scientist,2,New Delhi,841773,,,
1088,Incedo,Data Scientist,2,New Delhi,900640,,,
1089,Aptara,Data Scientist,2,New Delhi,92432,,,
1090,Yatra Online Pvt Ltd,Data Scientist,2,New Delhi,627616,,,
1091,Xebia,Data Scientist,2,New Delhi,1634470,,,
1092,Pitney Bowes,Data Scientist,2,New Delhi,1364816,,,
1093,Housing.com,Data Scientist,2,New Delhi,1403697,,,
1094,McKinsey Knowledge Center,Data Scientist,2,New Delhi,1881607,,,
1095,CarDekho,Data Scientist,2,New Delhi,1352722,,,
1096,Ericsson IT Solutions & Services,Data Scientist,2,New Delhi,868995,,,
1097,OLX Group,Data Scientist,2,New Delhi,1568839,,,
1098,1mg,Data Scientist,2,New Delhi,991426,,,
1099,Denave,Data Scientist,2,New Delhi,99573,,,
1100,RateGain,Data Scientist,2,New Delhi,163475,,,
1101,The Sparks Foundation,Data Scientist,2,New Delhi,22194,,,
1102,Decimal Technologies,Data Scientist,2,New Delhi,1031408,,,
1103,Verisk Analytics,Data Scientist,2,New Delhi,658000,,,
1104,Birdeye,Data Scientist,2,New Delhi,2311305,,,
1105,Tokopedia,Data Scientist,2,New Delhi,127510,,,
1106,Elucidata (MA),Data Scientist,2,New Delhi,25879,,,
1107,RxLogix Corporation,Data Scientist,2,New Delhi,1195034,,,
1108,Ganit,Data Scientist,2,New Delhi,1170069,,,
1109,Analytics Vidhya,Data Scientist,2,New Delhi,12647,,,
1110,Loginworks,Data Scientist,2,New Delhi,27,,,
1111,Innefu Labs Pvt,Data Scientist,2,New Delhi,767567,,,
1112,ABSAS Solutions,Data Scientist,2,New Delhi,22283,,,
1113,Ezappsolution,Data Scientist,2,New Delhi,1094569,,,
1114,Netomi,Data Scientist,2,New Delhi,1556582,,,
1115,Cargoflash Infotech,Data Scientist,2,New Delhi,8153,,,
1116,Blackcoffer,Data Scientist,2,New Delhi,7547,,,
1117,Cube26,Data Scientist,2,New Delhi,1028546,,,
1118,AppyHigh Technology,Data Scientist,2,New Delhi,874317,,,
1119,Flip Robo,Data Scientist,2,New Delhi,267024,,,
1120,TurningCloud Solutions,Data Scientist,2,New Delhi,424014,,,
1121,Child Health Imprints,Data Scientist,2,New Delhi,843305,,,
1122,FarmGuide,Data Scientist,2,New Delhi,1047782,,,
1123,Kvantum,Data Scientist,2,New Delhi,1034962,,,
1124,Precily,Data Scientist,2,New Delhi,670578,,,
1125,Scry Analytics,Data Scientist,2,New Delhi,110790,,,
1126,Innowatts,Data Scientist,2,New Delhi,70540,,,
1127,Tech Mahindra,Data Scientist,1,New Delhi,51669,,,
1128,ICICI Bank,Data Scientist,1,New Delhi,17892,,,
1129,DXC Technology,Data Scientist,1,New Delhi,74543,,,
1130,ABC,Data Scientist,1,New Delhi,3082142,,,
1131,ABC,Data Scientist,1,New Delhi,87000,,,
1132,Reliance Industries,Data Scientist,1,New Delhi,306582,,,
1133,Mu Sigma,Data Scientist,1,New Delhi,559071,,,
1134,NTT DATA,Data Scientist,1,New Delhi,1323523,,,
1135,SAP,Data Scientist,1,New Delhi,1712468,,,
1136,WNS,Data Scientist,1,New Delhi,31914,,,
1137,Siemens,Data Scientist,1,New Delhi,104913,,,
1138,Zoho,Data Scientist,1,New Delhi,468,,,
1139,Nones,Data Scientist,1,New Delhi,26,,,
1140,TCS,Data Scientist,1,New Delhi,734050,,,
1141,Evalueserve,Data Scientist,1,New Delhi,855199,,,
1142,Thoughtworks,Data Scientist,1,New Delhi,2522438,,,
1143,HighRadius,Data Scientist,1,New Delhi,14606,,,
1144,Government of India,Data Scientist,1,New Delhi,72579,,,
1145,Amadeus,Data Scientist,1,New Delhi,16375,,,
1146,Info Edge,Data Scientist,1,New Delhi,2531779,,,
1147,CitiusTech,Data Scientist,1,New Delhi,1726279,,,
1148,Bharat Heavy Electricals,Data Scientist,1,New Delhi,1704749,,,
1149,Mastercard,Data Scientist,1,New Delhi,125000,,,
1150,Fractal,Data Scientist,32,Mumbai,1643351,,,
1151,Tata Consultancy Services,Data Scientist,18,Mumbai,566756,,,
1152,Capgemini,Data Scientist,10,Mumbai,1055889,,,
1153,Jio,Data Scientist,10,Mumbai,1037441,,,
1154,Reliance Industries,Data Scientist,9,Mumbai,1773222,,,
1155,Housing.com,Data Scientist,8,Mumbai,2383368,,,
1156,Quantiphi,Data Scientist,7,Mumbai,919025,,,
1157,Axis Bank,Data Scientist,6,Mumbai,1193674,,,
1158,HDFC Bank,Data Scientist,5,Mumbai,1070583,,,
1159,Vodafone Idea,Data Scientist,5,Mumbai,9,,,
1160,CASHe,Data Scientist,5,Mumbai,98,,,
1161,Infosys,Data Scientist,4,Mumbai,102,,,
1162,Cognizant Technology Solutions,Data Scientist,4,Mumbai,830959,,,
1163,Deloitte,Data Scientist,4,Mumbai,1191942,,,
1164,First Student,Data Scientist,4,Mumbai,1210857,,,
1165,CitiusTech,Data Scientist,4,Mumbai,294111,,,
1166,RBL Bank,Data Scientist,4,Mumbai,1180704,,,
1167,ZEE5,Data Scientist,4,Mumbai,1458789,,,
1168,Mahindra Integrated Business Solutions,Data Scientist,4,Mumbai,974832,,,
1169,DataScientest,Data Scientist,4,Mumbai,45684,,,
1170,Pentation Analytics,Data Scientist,4,Mumbai,650654,,,
1171,NDS InfoServ,Data Scientist,4,Mumbai,926744,,,
1172,Arya.ai,Data Scientist,4,Mumbai,838354,,,
1173,Wipro,Data Scientist,3,Mumbai,30368,,,
1174,IBM,Data Scientist,3,Mumbai,1193120,,,
1175,PwC,Data Scientist,3,Mumbai,1449831,,,
1176,Atos-Syntel,Data Scientist,3,Mumbai,875733,,,
1177,Siemens,Data Scientist,3,Mumbai,257,,,
1178,Mahindra,Data Scientist,3,Mumbai,1022850,,,
1179,HERE Technologies,Data Scientist,3,Mumbai,1782011,,,
1180,Morningstar,Data Scientist,3,Mumbai,957432,,,
1181,L&T Financial Services,Data Scientist,3,Mumbai,886778,,,
1182,Piramal Enterprises,Data Scientist,3,Mumbai,72216,,,
1183,Piramal Enterprises,Data Scientist,3,Mumbai,1160523,,,
1184,Episource,Data Scientist,3,Mumbai,894949,,,
1185,Loylty Rewardz Mngt,Data Scientist,3,Mumbai,1223523,,,
1186,Prudential plc,Data Scientist,3,Mumbai,108,,,
1187,Tata Consultancy Services,Data Scientist,2,Mumbai,18737,,,
1188,Tech Mahindra,Data Scientist,2,Mumbai,885892,,,
1189,EY,Data Scientist,2,Mumbai,1025737,,,
1190,ICICI Bank,Data Scientist,2,Mumbai,49111,,,
1191,Microsoft,Data Scientist,2,Mumbai,216685,,,
1192,ABC,Data Scientist,2,Mumbai,1036761,,,
1193,Kotak Mahindra,Data Scientist,2,Mumbai,66648,,,
1194,Freshworks,Data Scientist,2,Mumbai,494353,,,
1195,NVIDIA,Data Scientist,2,Mumbai,4187500,,,
1196,HERE Technologies,Data Scientist,2,Mumbai,41940,,,
1197,Fractal,Data Scientist,2,Mumbai,39822,,,
1198,MAERSK,Data Scientist,2,Mumbai,1717206,,,
1199,Tata AIG General Insurance,Data Scientist,2,Mumbai,1406673,,,
1200,General Mills,Data Scientist,2,Mumbai,1734062,,,
1201,Motilal Oswal Securities,Data Scientist,2,Mumbai,649989,,,
1202,Hdfc,Data Scientist,2,Mumbai,64952,,,
1203,Tata Group,Data Scientist,2,Mumbai,977421,,,
1204,PharmEasy,Data Scientist,2,Mumbai,1451194,,,
1205,Decimal Point Analytics,Data Scientist,2,Mumbai,1126055,,,
1206,People Group,Data Scientist,2,Mumbai,1314654,,,
1207,MiQ,Data Scientist,2,Mumbai,240,,,
1208,UPL,Data Scientist,2,Mumbai,991653,,,
1209,Lead School (India),Data Scientist,2,Mumbai,110833,,,
1210,LogiNext Solutions,Data Scientist,2,Mumbai,465001,,,
1211,Bewakoof Brands,Data Scientist,2,Mumbai,730703,,,
1212,Meru Mobility Tech,Data Scientist,2,Mumbai,960996,,,
1213,Kissht,Data Scientist,2,Mumbai,56676,,,
1214,Radhakrishna Foodland,Data Scientist,2,Mumbai,304060,,,
1215,Tableau Software,Data Scientist,2,Mumbai,2865536,,,
1216,FlexiLoans Technologies,Data Scientist,2,Mumbai,827693,,,
1217,Square Panda,Data Scientist,2,Mumbai,676720,,,
1218,Think Analytics,Data Scientist,2,Mumbai,606168,,,
1219,Locobuzz,Data Scientist,2,Mumbai,835493,,,
1220,SMEcorner,Data Scientist,2,Mumbai,40725,,,
1221,Quantsapp,Data Scientist,2,Mumbai,18926,,,
1222,HDFC Developers,Data Scientist,2,Mumbai,1494696,,,
1223,Javis,Data Scientist,2,Mumbai,2075185,,,
1224,Cuddle,Data Scientist,2,Mumbai,1961487,,,
1225,Arohi Operations,Data Scientist,2,Mumbai,30834,,,
1226,Accenture,Data Scientist,1,Mumbai,1,,,
1227,IBM,Data Scientist,1,Mumbai,702485,,,
1228,HCL Technologies,Data Scientist,1,Mumbai,1417138,,,
1229,LTI,Data Scientist,1,Mumbai,613163,,,
1230,J.P. Morgan,Data Scientist,1,Mumbai,2186509,,,
1231,J.P. Morgan,Data Scientist,1,Mumbai,81105,,,
1232,Cisco Systems,Data Scientist,1,Mumbai,10880,,,
1233,ABC,Data Scientist,1,Mumbai,96739,,,
1234,Reliance Industries,Data Scientist,1,Mumbai,59,,,
1235,Google,Data Scientist,1,Mumbai,124434,,,
1236,Mu Sigma,Data Scientist,1,Mumbai,2498867,,,
1237,Robert Bosch India,Data Scientist,1,Mumbai,216000,,,
1238,DONE by NONE,Data Scientist,1,Mumbai,50367,,,
1239,DONE by NONE,Data Scientist,1,Mumbai,106209,,,
1240,L&T Technology Services,Data Scientist,1,Mumbai,59279,,,
1241,WNS,Data Scientist,1,Mumbai,203275,,,
1242,Nones,Data Scientist,1,Mumbai,22586,,,
1243,Tata Motors,Data Scientist,1,Mumbai,62472,,,
1244,Intel Corporation,Data Scientist,1,Mumbai,94844,,,
1245,State Bank of India,Data Scientist,1,Mumbai,816,,,
1246,Zensar Technologies,Data Scientist,1,Mumbai,1572499,,,
1247,EMPLOYERS,Data Scientist,1,Mumbai,301465,,,
1248,Yes Bank,Data Scientist,1,Mumbai,203619,,,
1249,Morgan Stanley,Data Scientist,1,Mumbai,84464,,,
1250,TCS,Data Scientist,1,Mumbai,378000,,,
1251,Self Opportunity,Data Scientist,1,Mumbai,3,,,
1252,CRISIL,Data Scientist,1,Mumbai,373025,,,
1253,Synechron,Data Scientist,1,Mumbai,400,,,
1254,IndusInd Bank,Data Scientist,1,Mumbai,2054761,,,
1255,Intellect Design Arena,Data Scientist,1,Mumbai,511,,,
1256,Nielsen,Data Scientist,1,Mumbai,938652,,,
1257,upGrad,Data Scientist,1,Mumbai,1027,,,
1258,Datamatics Global Services,Data Scientist,1,Mumbai,964688,,,
1259,Bharat Petroleum,Data Scientist,1,Mumbai,2121545,,,
1260,Toppr.com,Data Scientist,1,Mumbai,34314,,,
1261,Edelweiss Financial Services,Data Scientist,1,Mumbai,504,,,
1262,Nomura Holdings,Data Scientist,1,Mumbai,31863,,,
1263,TIBCO Software,Data Scientist,1,Mumbai,1068476,,,
1264,Tata,Data Scientist,1,Mumbai,1267181,,,
1265,Directi,Data Scientist,1,Mumbai,553,,,
1266,Bristlecone,Data Scientist,1,Mumbai,18273,,,
1267,Procter & Gamble,Data Scientist,1,Mumbai,1713326,,,
1268,MSCI,Data Scientist,1,Mumbai,70,,,
1269,MSCI,Data Scientist,1,Mumbai,609826,,,
1270,Clover Infotech,Data Scientist,1,Mumbai,655953,,,
1271,IIT Kharagpur,Data Scientist,1,Mumbai,98479,,,
1272,General Motors (GM),Data Scientist,1,Mumbai,1784305,,,
1273,Adani Group,Data Scientist,1,Mumbai,95700,,,
1274,Refinitiv,Data Scientist,1,Mumbai,212894,,,
1275,PayU,Data Scientist,1,Mumbai,200,,,
1276,Oracle Financial Group,Data Scientist,1,Mumbai,610593,,,
1277,Maxgen Technologies,Data Scientist,1,Mumbai,19171,,,
1278,Maxgen Technologies,Data Scientist,1,Mumbai,165341,,,
1279,Tata Capital,Data Scientist,1,Mumbai,1158640,,,
1280,Publicis Groupe,Data Scientist,1,Mumbai,673381,,,
1281,Mondelēz International,Data Scientist,1,Mumbai,2098257,,,
1282,infrasoft technologies,Data Scientist,1,Mumbai,488006,,,
1283,Zee Entertainment Enterprises Ltd.,Data Scientist,1,Mumbai,3531413,,,
1284,NielsenIQ,Data Scientist,1,Mumbai,976012,,,
1285,HDFC Ergo,Data Scientist,1,Mumbai,11,,,
1286,Hotstar,Data Scientist,1,Mumbai,2008820,,,
1287,Viacom 18,Data Scientist,1,Mumbai,745899,,,
1288,Hudl,Data Scientist,1,Mumbai,80,,,
1289,Star TV Network,Data Scientist,1,Mumbai,2073676,,,
1290,Sanofi,Data Scientist,1,Mumbai,38,,,
1291,Rahul Industries,Data Scientist,1,Mumbai,6044006,,,
1292,VINAYA KUMAR,Data Scientist,1,Mumbai,4029337,,,
1293,Accenture,Data Analyst,62,Bangalore,608077,,,
1294,Tata Consultancy Services,Data Analyst,48,Bangalore,83,,,
1295,Mu Sigma,Data Analyst,45,Bangalore,610598,,,
1296,Amazon,Data Analyst,44,Bangalore,670610,,,
1297,Capgemini,Data Analyst,40,Bangalore,442476,,,
1298,Infosys,Data Analyst,32,Bangalore,562096,,,
1299,IBM,Data Analyst,31,Bangalore,588369,,,
1300,Flipkart,Data Analyst,27,Bangalore,21,,,
1301,TheMathCompany,Data Analyst,25,Bangalore,66,,,
1302,BRIDGEi2i,Data Analyst,24,Bangalore,534502,,,
1303,Cognizant Technology Solutions,Data Analyst,24,Bangalore,580641,,,
1304,EY,Data Analyst,23,Bangalore,468651,,,
1305,Tech Mahindra,Data Analyst,19,Bangalore,500374,,,
1306,Wipro,Data Analyst,18,Bangalore,638418,,,
1307,Concentrix,Data Analyst,18,Bangalore,455252,,,
1308,Mindtree,Data Analyst,16,Bangalore,586329,,,
1309,Fresher,Data Analyst,15,Bangalore,40724,,,
1310,Dell Technologies,Data Analyst,14,Bangalore,601924,,,
1311,IQVIA,Data Analyst,14,Bangalore,622687,,,
1312,Epsilon,Data Analyst,12,Bangalore,1028758,,,
1313,Proziod,Data Analyst,12,Bangalore,329285,,,
1314,BYJU'S,Data Analyst,10,Bangalore,559400,,,
1315,Capital One,Data Analyst,10,Bangalore,1329533,,,
1316,Citi,Data Analyst,10,Bangalore,1175802,,,
1317,KPMG,Data Analyst,10,Bangalore,552004,,,
1318,Target,Data Analyst,10,Bangalore,1233390,,,
1319,ANZ Bank,Data Analyst,9,Bangalore,999547,,,
1320,Goldman Sachs,Data Analyst,9,Bangalore,1462260,,,
1321,Rapido,Data Analyst,8,Bangalore,791011,,,
1322,Vedantu,Data Analyst,8,Bangalore,637459,,,
1323,Cerner,Data Analyst,8,Bangalore,817059,,,
1324,udaan.com,Data Analyst,8,Bangalore,38341,,,
1325,Mercedes-Benz Research and Development India,Data Analyst,8,Bangalore,892073,,,
1326,Aptus Data Labs,Data Analyst,8,Bangalore,519599,,,
1327,Shell,Data Analyst,8,Bangalore,1048552,,,
1328,Schneider Electric,Data Analyst,7,Bangalore,677916,,,
1329,HARMAN,Data Analyst,7,Bangalore,564816,,,
1330,Tredence,Data Analyst,7,Bangalore,50,,,
1331,Hewlett Packard Enterprise | HPE,Data Analyst,7,Bangalore,746051,,,
1332,DXC Technology,Data Analyst,7,Bangalore,572657,,,
1333,E2open,Data Analyst,6,Bangalore,359881,,,
1334,ExxonMobil,Data Analyst,6,Bangalore,1092609,,,
1335,Citicorp Services India,Data Analyst,6,Bangalore,1061562,,,
1336,Nones,Data Analyst,6,Bangalore,48580,,,
1337,Google,Data Analyst,6,Bangalore,917436,,,
1338,HSBC Electronic Data Processing India,Data Analyst,6,Bangalore,968920,,,
1339,First Student,Data Analyst,6,Bangalore,653141,,,
1340,TEKsystems,Data Analyst,6,Bangalore,85,,,
1341,JLL,Data Analyst,6,Bangalore,763966,,,
1342,Pacecom Technologies,Data Analyst,6,Bangalore,211557,,,
1343,Kabbage,Data Analyst,6,Bangalore,882956,,,
1344,Sandcube Analytics,Data Analyst,6,Bangalore,14530,,,
1345,Kantar Analytics Practice,Data Analyst,6,Bangalore,358527,,,
1346,HP Inc.,Data Analyst,5,Bangalore,738725,,,
1347,Wells Fargo,Data Analyst,5,Bangalore,955878,,,
1348,Unacademy,Data Analyst,5,Bangalore,753600,,,
1349,Nielsen,Data Analyst,5,Bangalore,293756,,,
1350,Envestnet,Data Analyst,5,Bangalore,48,,,
1351,edureka!,Data Analyst,5,Bangalore,440262,,,
1352,AIG,Data Analyst,5,Bangalore,657037,,,
